emoji_id,zero_shot,emoji_char,emoji_name,emoji_char_ascii,emoji_char_ascii_beg,emjpd_emoji_name_og,emjpd_aliases,emjpd_shortcodes,emjpd_full_description,emjpd_description_main,emjpd_description_side,hemj_emoji_description,emjpd_usage_info,emjpd_description_ref_emj,img_pc1,img_pc2,word_pc1,word_pc2,visual_cluster,semantic_cluster,token_pc1,token_pc2,token_cluster
1252,False,🍿,popcorn,\U0001f37f,\U0001f37f,popcorn,['popping corn'],"[':popcorn:\n(Github, Slack, Emojipedia)\n']","the buttery-white snack of popcorn brimming in a classic red-and-white-striped carton, as enjoyed at a movie theater. 
may be used to express engagement (“edge of one’s seat”).

popcorn was approved as part of unicode 8.0 in 2015
and added to emoji 1.0 in 2015.
","the buttery-white snack of popcorn brimming in a classic red-and-white-striped carton, as enjoyed at a movie theater. 
may be used to express engagement (“edge of one’s seat”).","popcorn was approved as part of unicode 8.0 in 2015
and added to emoji 1.0 in 2015.",the image of a full popcorn bag is the emoji symbol that stands for either movies or the snack itself. this is a snack generally eaten in cinemas so it often conveys the desire or the act of watching movies. popcorn emoji can simply mean “let’s eat some popcorn!” or “let’s grab a snack and watch a film!”.,,[],-0.40552312,-0.92646325,-0.48107013,0.84827,6,6,-12.163629531860352,25.29609489440918,3
1253,False,🏤,post_office,\U0001f3e4,\U0001f3e4,post office,['post office'],"[':european_post_office:\n(Github, Slack)\n', ':post_office:\n(Emojipedia)\n']","a european-style post office. a postal horn can be seen on the front, which is commonly found in the logos of european postal services.

post office was approved as part of unicode 6.0 in 2010
under the name “european post office”
and added to emoji 1.0 in 2015.
","a european-style post office. a postal horn can be seen on the front, which is commonly found in the logos of european postal services.","post office was approved as part of unicode 6.0 in 2010
under the name “european post office”
and added to emoji 1.0 in 2015.",the post office emoji was added to the travel & places category in 2010 as part of unicode 6.0 standard. this is a mature emoji and it should work on most devices.,,[],0.28075433,-0.039222136,-0.32960242,-0.6635909,3,0,6.2978515625,-19.346900939941406,5
1254,False,📯,postal_horn,\U0001f4ef,\U0001f4ef,postal horn,"['bugle', 'french horn']","[':postal_horn:\n(Github, Slack, Emojipedia)\n']","a postal horn (post horn). depicted as a coiled, valveless, brass horn, like a bugle or trumpet, with two red tassels. sometimes used to mark announcements as well as for various content concerning brass instruments, music, or mail.
in the 18–19th centuries, post horns signaled the arrival of and cleared the way for mail coaches, like a modern-day siren. used today as a symbol on postboxes (mailboxes) and by many european postal services, as seen featured in 🏤 european post office.

postal horn was approved as part of unicode 6.0 in 2010
and added to emoji 1.0 in 2015.
","a postal horn (post horn). depicted as a coiled, valveless, brass horn, like a bugle or trumpet, with two red tassels. sometimes used to mark announcements as well as for various content concerning brass instruments, music, or mail.
in the 18–19th centuries, post horns signaled the arrival of and cleared the way for mail coaches, like a modern-day siren. used today as a symbol on postboxes (mailboxes) and by many european postal services, as seen featured in 🏤 european post office.","postal horn was approved as part of unicode 6.0 in 2010
and added to emoji 1.0 in 2015.",the postal horn emoji was added to the objects category in 2010 as part of unicode 6.0 standard. this is a mature emoji and it should work on most devices.,,['🏤'],0.9688179,-0.038320113,0.5689861,0.37114677,3,0,21.33370018005371,-20.154972076416016,5
1255,False,📮,postbox,\U0001f4ee,\U0001f4ee,postbox,[],"[':postbox:\n(Github, Slack, Emojipedia)\n']","a postbox (mailbox, letterbox) with a letter in its slot for collection. generally depicted in red with a white envelope, styled after public postboxes in japan. may also evoke postboxes in the united kingdom.
used for various content concerning postal deliveries and email. microsoft’s design was previously blue, after u.s. mail collection boxes.

postbox was approved as part of unicode 6.0 in 2010
and added to emoji 1.0 in 2015.
","a postbox (mailbox, letterbox) with a letter in its slot for collection. generally depicted in red with a white envelope, styled after public postboxes in japan. may also evoke postboxes in the united kingdom.
used for various content concerning postal deliveries and email. microsoft’s design was previously blue, after u.s. mail collection boxes.","postbox was approved as part of unicode 6.0 in 2010
and added to emoji 1.0 in 2015.",the postbox emoji was added to the objects category in 2010 as part of unicode 6.0 standard. this is a mature emoji and it should work on most devices.,,[],0.54061514,-0.30681714,0.6070985,0.9295765,3,0,24.80050277709961,-19.85304069519043,5
1256,False,🍲,pot_of_food,\U0001f372,\U0001f372,pot of food,"['bowl of food', 'soup', 'stew']","[':stew:\n(Github, Slack)\n', ':pot_of_food:\n(Emojipedia)\n']","a pot, as a casserole dish, filled with a warm and hearty beef or vegetable stew on most platforms. generally used for eating and cooking (“a meal”), and commonly associated with soup or japanese nabe.
samsung’s design previously resembled a bowl of ramen or other noodle dish, with chopsticks.

pot of food was approved as part of unicode 6.0 in 2010
and added to emoji 1.0 in 2015.
","a pot, as a casserole dish, filled with a warm and hearty beef or vegetable stew on most platforms. generally used for eating and cooking (“a meal”), and commonly associated with soup or japanese nabe.
samsung’s design previously resembled a bowl of ramen or other noodle dish, with chopsticks.","pot of food was approved as part of unicode 6.0 in 2010
and added to emoji 1.0 in 2015.","the image of a pot filled with a variety of food is the emoji symbol for a meal or to the act of eating food in general. as the content of the pot is unclear it can be related to any dish and it can refer to eating any cooked meal. pot of food emoji can mean ""i want to eat x for lunch."" or ""i haven't had such good food in a while!"".","a pot, as a casserole dish, filled with a warm and hearty beef or vegetable stew on most platforms. generally used for eating and cooking (“a meal”), and commonly associated with soup or japanese nabe.",[],-0.12067251,-0.37839317,-0.72771174,0.19985385,3,6,-11.76551342010498,25.72869873046875,3
1257,False,🥔,potato,\U0001f954,\U0001f954,potato,"['baked potato', 'idaho potato']","[':potato:\n(Github, Slack, Emojipedia)\n']","a whole potato—such as a russet, used for baking, mashing, or frying—shown with a few eyes on its golden-brown skin. not to be confused with the roasted sweet potato.

potato was approved as part of unicode 9.0 in 2016
and added to emoji 3.0 in 2016.
","a whole potato—such as a russet, used for baking, mashing, or frying—shown with a few eyes on its golden-brown skin. not to be confused with the roasted sweet potato.","potato was approved as part of unicode 9.0 in 2016
and added to emoji 3.0 in 2016.","the image of a potato is an emoji with various meanings. according to context it can mean being dumb, hardheaded or, as often encountered on some sites, as a joke. potato emoji is rarely used with it's original meaning referring to the vegetable, fries or serving this type of food.","a whole potato—such as a russet, used for baking, mashing, or frying—shown with a few eyes on its golden-brown skin. not to be confused with the roasted sweet potato.",[],0.041613936,-0.4068978,-0.4392099,1.0692708,2,6,-13.932525634765625,-0.391324907541275,3
1258,False,🪴,potted_plant,\U0001fab4,\U0001fab4,potted plant,['houseplant'],[':potted_plant:\n(Emojipedia)\n'],"a leafy green plant in pot. plant type varies by platform.

potted plant was approved as part of unicode 13.0 in 2020
and added to emoji 13.0 in 2020.

🚩 new in 2020: requires ios 14.2, android 11, samsung one ui 2.5 or above.",a leafy green plant in pot. plant type varies by platform.,"potted plant was approved as part of unicode 13.0 in 2020
and added to emoji 13.0 in 2020.
🚩 new in 2020: requires ios 14.2, android 11, samsung one ui 2.5 or above.",,,['🚩'],0.3375031,-0.092120685,0.9988745,1.6403762,3,6,30.639455795288086,2.403730869293213,5
1259,False,🍗,poultry_leg,\U0001f357,\U0001f357,poultry leg,"['drumstick', 'turkey leg']","[':poultry_leg:\n(Github, Slack, Emojipedia)\n']","a crispy brown leg (drumstick) of chicken, duck, turkey, or other poultry on the bone, as roasted at thanksgiving or christmas dinner or fried at fast-food restaurants.

poultry leg was approved as part of unicode 6.0 in 2010
and added to emoji 1.0 in 2015.
","a crispy brown leg (drumstick) of chicken, duck, turkey, or other poultry on the bone, as roasted at thanksgiving or christmas dinner or fried at fast-food restaurants.","poultry leg was approved as part of unicode 6.0 in 2010
and added to emoji 1.0 in 2015.","it shows a poultry leg tilted to the left. this emoji means food, chicken, turkey, duck, or goose meat, and possibly festivities. poultry leg emoji could be used in food discussions or to symbolize thanksgiving.",,[],0.19382243,-0.15797749,0.12382409,0.7775387,3,6,-13.207542419433594,22.989957809448242,3
1260,False,💷,pound_banknote,\U0001f4b7,\U0001f4b7,pound banknote,"['£20 note', 'pound note', 'twenty quid note']","[':pound:\n(Github, Slack)\n', ':pound_banknote:\n(Emojipedia)\n']","quids in! a banded stack of pound banknotes, the paper currency of the united kingdom (england, wales, northern ireland, and scotland). color and detail vary across platforms, but widely depicted as purple £20 notes with the pound sign, £.
commonly used for various content concerning wealth and money, not restricted to the u.k. 
samsung's design displays £10 notes.

pound banknote was approved as part of unicode 6.0 in 2010
under the name “banknote with pound sign”
and added to emoji 1.0 in 2015.
","quids in! a banded stack of pound banknotes, the paper currency of the united kingdom (england, wales, northern ireland, and scotland). color and detail vary across platforms, but widely depicted as purple £20 notes with the pound sign, £.
commonly used for various content concerning wealth and money, not restricted to the u.k. 
samsung's design displays £10 notes.","pound banknote was approved as part of unicode 6.0 in 2010
under the name “banknote with pound sign”
and added to emoji 1.0 in 2015.",the pound banknote emoji was added to the objects category in 2010 as part of unicode 6.0 standard. this is a mature emoji and it should work on most devices.,"commonly used for various content concerning wealth and money, not restricted to the u.k. ",[],0.18833691,0.06431088,0.44520715,0.4694895,3,5,9.766791343688965,46.764366149902344,5
1261,False,😾,pouting_cat,\U0001f63e,\U0001f63e,pouting cat,['grumpy cat'],"[':pouting_cat:\n(Github, Slack, Emojipedia)\n']","a cartoon cat variant of 😡 pouting face. also resembles 😠 angry face. depicted as yellow on major platforms. sometimes used to represent the internet meme and celebrity grumpy cat.
apple’s design previously displayed the face in profile, as did twitter's. microsoft's design previously more closely resembled the 😟 worried face than the 😠 angry face.

pouting cat was approved as part of unicode 6.0 in 2010
under the name “pouting cat face”
and added to emoji 1.0 in 2015.
","a cartoon cat variant of 😡 pouting face. also resembles 😠 angry face. depicted as yellow on major platforms. sometimes used to represent the internet meme and celebrity grumpy cat.
apple’s design previously displayed the face in profile, as did twitter's. microsoft's design previously more closely resembled the 😟 worried face than the 😠 angry face.","pouting cat was approved as part of unicode 6.0 in 2010
under the name “pouting cat face”
and added to emoji 1.0 in 2015.","the pouting face emoji generally shows disapproval. it can express either the fact that a person does not like or objects to what she or he is being told/shown or that the person desires a different outcome. for example, pouting cat face emoji can be used to admonish somebody by saying ""i have been waiting for ages!"" or to childishly refuse something ""i don't want to go there!""
the pouting cat face emoji appeared in 2010, and also known as the angry cat face. sometimes it is mentioned as the angry cat emoji.",,"['😟', '😠', '😡']",0.07807252,-0.72130394,-0.5391424,0.42877173,2,2,31.414880752563477,20.4007625579834,1
1262,False,📿,prayer_beads,\U0001f4ff,\U0001f4ff,prayer beads,"['dhikr beads', 'rosary beads']","[':prayer_beads:\n(Github, Slack, Emojipedia)\n']","a string of beads, as used in prayer or meditation in many religious traditions. generally depicted as red, wooden beads with a gold, decorative center bead and tassel.
commonly used to represent various religious sentiments, jewelry, and magic.
samsung previously featured a latin cross, suggesting a christian rosary, though now joins other vendor designs in resembling an islamic misbaha or buddhist mala.

prayer beads was approved as part of unicode 8.0 in 2015
and added to emoji 1.0 in 2015.
","a string of beads, as used in prayer or meditation in many religious traditions. generally depicted as red, wooden beads with a gold, decorative center bead and tassel.
commonly used to represent various religious sentiments, jewelry, and magic.
samsung previously featured a latin cross, suggesting a christian rosary, though now joins other vendor designs in resembling an islamic misbaha or buddhist mala.","prayer beads was approved as part of unicode 8.0 in 2015
and added to emoji 1.0 in 2015.","the image of a necklace made out of connected beads with a cross often hanging from one end is the emoji that symbolizes prayer beads. they are used in various religions for various purposes. prayer beads emoji can also refer to something holy or to a religious person. it can mean ""she is very religious!"" or ""they are praying now!"".","a string of beads, as used in prayer or meditation in many religious traditions. generally depicted as red, wooden beads with a gold, decorative center bead and tassel.",[],0.6402169,-0.468727,0.39424443,0.70264024,2,5,24.1743106842041,-20.308786392211914,5
1263,False,🤰,pregnant_woman,\U0001f930,\U0001f930,pregnant woman,"['pregnancy', 'pregnant\xa0lady']","[':pregnant_woman:\n(Github, Slack, Emojipedia)\n']","a pregnant woman holding her round stomach. sometimes used in jest to represent feeling too full after overeating, as in a ""food baby.""
variants include 🫄 pregnant person and 🫃 pregnant man.

pregnant woman was approved as part of unicode 9.0 in 2016
and added to emoji 3.0 in 2016.
","a pregnant woman holding her round stomach. sometimes used in jest to represent feeling too full after overeating, as in a ""food baby.""
variants include 🫄 pregnant person and 🫃 pregnant man.","pregnant woman was approved as part of unicode 9.0 in 2016
and added to emoji 3.0 in 2016.","the image of a woman standing while holding her enlarged tummy is the emoji symbol for a pregnant woman. sometimes, it is used with a negative connotation referring to an obese female. pregnant woman emoji can mean “she is pregnant!” or “your friend is so fat she resembles a pregnant woman!”.","a pregnant woman holding her round stomach. sometimes used in jest to represent feeling too full after overeating, as in a ""food baby.""",[],-1.3881285,0.007155079,-1.0449498,-0.33656868,5,6,26.476482391357422,41.75431823730469,1
1264,False,🥨,pretzel,\U0001f968,\U0001f968,pretzel,[],"[':pretzel:\n(Github, Slack, Emojipedia)\n']","the heart-shaped twist of a hard or soft golden-brown pretzel, seasoned with grains of salt. a snack commonly associated with germany.

pretzel was approved as part of unicode 10.0 in 2017
and added to emoji 5.0 in 2017.
","the heart-shaped twist of a hard or soft golden-brown pretzel, seasoned with grains of salt. a snack commonly associated with germany.","pretzel was approved as part of unicode 10.0 in 2017
and added to emoji 5.0 in 2017.","the pretzel emoji was added to the food & drink category in 2017 as part of unicode 10.0 standard. this is a fairly fresh emoji, so its support may be limited on some devices.",,[],0.21651715,-0.38118848,-0.01817052,1.3599949,3,6,-15.275120735168457,0.11967822909355164,3
1265,False,🤴,prince,\U0001f934,\U0001f934,prince,[],"[':prince:\n(Github, Slack, Emojipedia)\n']","male royalty, intended as a gender pair for the princess emoji. shown as a man with a crown.
not a reference to the musician prince, however the man singer emoji on whatsapp does show a character that bears a heavy resemblance to this artist.

prince was approved as part of unicode 9.0 in 2016
and added to emoji 3.0 in 2016.
","male royalty, intended as a gender pair for the princess emoji. shown as a man with a crown.
not a reference to the musician prince, however the man singer emoji on whatsapp does show a character that bears a heavy resemblance to this artist.","prince was approved as part of unicode 9.0 in 2016
and added to emoji 3.0 in 2016.","the image of a male head wearing a crown on top of it is the emoji that symbolizes a price or male royalty. it is the gender pair for the princess emoji. prince emoji can also refer to a person who puts on airs or is very rich and powerful. it can mean ""he's such a prince!"" or ""he is as rich as a prince!"".",,[],-0.6460018,0.25381058,-0.53053296,-0.47838524,7,7,26.75458335876465,42.12060546875,1
1266,False,👸,princess,\U0001f478,\U0001f478,princess,"['blonde girl', 'girl with crown', 'girl with tiara']","[':princess:\n(Github, Slack, Emojipedia)\n']","the face of a princess; a girl or woman wearing a small crown or tiara. could also be used to represent a queen or other royalty.

princess was approved as part of unicode 6.0 in 2010
and added to emoji 1.0 in 2015.
",the face of a princess; a girl or woman wearing a small crown or tiara. could also be used to represent a queen or other royalty.,"princess was approved as part of unicode 6.0 in 2010
and added to emoji 1.0 in 2015.","the image of a female face wearing a crown on her head is the emoji that refers to someone being appreciated and special. this emoji is used with both positive and negative connotations. princess emoji can mean ""you're my special someone, a princess!"", but sometimes it is used to communicate that a woman or girl is high maintenance, someone that requires a lot of attention.
the princess emoji appeared in 2010, and also known as the queen emoji. sometimes it is mentioned as the crown emoji.",,[],-0.8635361,0.15735489,-0.78162575,-0.4370605,7,6,-6.892070770263672,56.18889236450195,1
1267,False,🖨️,printer,\U0001f5a8\ufe0f,\U0001f5a8,printer,[],"[':printer:\n(Github, Slack, Emojipedia)\n']","a computer printer, as at a home office. generally depicted as a grayish device with a power button and paper loaded in its tray, sometimes printing out a document. may be used for various content concerning printing, including as a print icon, as well as for office work and technology more generally.
not to be confused with 📠 fax machine.

printer was approved as part of unicode 7.0 in 2014
and added to emoji 1.0 in 2015.
","a computer printer, as at a home office. generally depicted as a grayish device with a power button and paper loaded in its tray, sometimes printing out a document. may be used for various content concerning printing, including as a print icon, as well as for office work and technology more generally.
not to be confused with 📠 fax machine.","printer was approved as part of unicode 7.0 in 2014
and added to emoji 1.0 in 2015.",the printer emoji was added to the objects category in 2014 as part of unicode 7.0 standard. this is a mature emoji and it should work on most devices.,"a computer printer, as at a home office. generally depicted as a grayish device with a power button and paper loaded in its tray, sometimes printing out a document. may be used for various content concerning printing, including as a print icon, as well as for office work and technology more generally.
not to be confused with 📠 fax machine.",['📠'],0.17325062,-0.45950973,-0.21500017,0.2508748,2,5,36.91031265258789,-7.878582954406738,5
1268,False,🚫,prohibited,\U0001f6ab,\U0001f6ab,prohibited,"['banned', 'circle backslash', 'no', 'red circle crossed', 'restricted']","[':no_entry_sign:\n(Github, Slack)\n', ':prohibited:\n(Emojipedia)\n']","a red circle with a diagonal line through the middle, from top-left to bottom right, used to indicate that something is not permitted
commonly shown in conjunction with other symbols to indicate no smoking, no bikes, or similar.

prohibited was approved as part of unicode 6.0 in 2010
under the name “no entry sign”
and added to emoji 1.0 in 2015.
","a red circle with a diagonal line through the middle, from top-left to bottom right, used to indicate that something is not permitted
commonly shown in conjunction with other symbols to indicate no smoking, no bikes, or similar.","prohibited was approved as part of unicode 6.0 in 2010
under the name “no entry sign”
and added to emoji 1.0 in 2015.","the image of a circles sectioned in half by a line is the symbol of interdiction to enter. it is utilized in buildings and for spaces where you are restricted to enter. prohibited emoji means ""you are not allowed to enter the premises.""
the prohibited emoji appeared in 2010, and also known as the no entry sign.",,[],0.71273077,-0.30296078,0.3391989,0.31933358,3,1,-0.29945108294487,10.139989852905273,5
1269,False,🟣,purple_circle,\U0001f7e3,\U0001f7e3,purple circle,[],"[':purple_circle:\n(Github, Emojipedia)\n', ':large_purple_circle:\n(Slack)\n']","
purple circle was approved as part of unicode 12.0 in 2019
under the name “large purple circle”
and added to emoji 12.0 in 2019.
",,"purple circle was approved as part of unicode 12.0 in 2019
under the name “large purple circle”
and added to emoji 12.0 in 2019.",,,[],0.8077734,-0.5938416,0.19967946,0.52385986,2,3,21.317750930786133,0.23784132301807404,5
1270,False,💜,purple_heart,\U0001f49c,\U0001f49c,purple heart,['bts emoji'],"[':purple_heart:\n(Github, Slack, Emojipedia)\n']","a purple heart emoji, often used alongside other colored hearts. frequently used on twitter in reference to korean boy band bangtan sonyeondan, more commonly known as bts.
previously shown as a pink heart in android 4.4.

purple heart was approved as part of unicode 6.0 in 2010
and added to emoji 1.0 in 2015.
","a purple heart emoji, often used alongside other colored hearts. frequently used on twitter in reference to korean boy band bangtan sonyeondan, more commonly known as bts.
previously shown as a pink heart in android 4.4.","purple heart was approved as part of unicode 6.0 in 2010
and added to emoji 1.0 in 2015.","it depicts a purple heart. this emoji could mean love, affection, joy, or admiration. it has a maternal quality because of its color. purple heart emoji would likely be used in mother’s day texts, or by a mother to her child to show affection and caring. it is also most likely used as textual decoration by young girls in messages to their friends.","a purple heart emoji, often used alongside other colored hearts. frequently used on twitter in reference to korean boy band bangtan sonyeondan, more commonly known as bts.",[],0.09734946,-0.64791137,-0.41463998,-0.15590176,2,1,10.50311279296875,42.879058837890625,5
1271,False,🟪,purple_square,\U0001f7ea,\U0001f7ea,purple square,[],"[':purple_square:\n(Github, Emojipedia)\n', ':large_purple_square:\n(Slack)\n']","a square shown in the color of purple. may be used to represent anything purple.

purple square was approved as part of unicode 12.0 in 2019
under the name “large purple square”
and added to emoji 12.0 in 2019.
",a square shown in the color of purple. may be used to represent anything purple.,"purple square was approved as part of unicode 12.0 in 2019
under the name “large purple square”
and added to emoji 12.0 in 2019.",,,[],1.034057,-0.14645042,-0.037804138,-0.17497128,3,0,21.385093688964844,0.19188794493675232,5
1272,False,👛,purse,\U0001f45b,\U0001f45b,purse,['wallet'],"[':purse:\n(Github, Slack, Emojipedia)\n']","a small pouch with a clasp, generally used to hold coins. sometimes called a “coin purse.”
color varies by platform, though most platforms have a pink, blue, or turquoise bag with a silver or gold (gray or yellow) clasp.
not to be confused with 👝 clutch bag, which can look like a coin person on some platforms, due to lack of relative scale in emoji designs.

purse was approved as part of unicode 6.0 in 2010
and added to emoji 1.0 in 2015.
","a small pouch with a clasp, generally used to hold coins. sometimes called a “coin purse.”
color varies by platform, though most platforms have a pink, blue, or turquoise bag with a silver or gold (gray or yellow) clasp.
not to be confused with 👝 clutch bag, which can look like a coin person on some platforms, due to lack of relative scale in emoji designs.","purse was approved as part of unicode 6.0 in 2010
and added to emoji 1.0 in 2015.","the image of a purse is the emoji symbol for this item often used by women in particular. besides being connected to the item itself, it can be related to money in general or to the act of having to pay for something. purse emoji can mean ""i forgot my purse at home."" or ""let's pay for this item in cash!"".","not to be confused with 👝 clutch bag, which can look like a coin person on some platforms, due to lack of relative scale in emoji designs.",['👝'],0.10599602,-0.6041303,-0.3434879,0.4914908,2,5,-6.623344898223877,54.31073760986328,1
1273,False,📌,pushpin,\U0001f4cc,\U0001f4cc,pushpin,['thumb tack'],"[':pushpin:\n(Github, Slack, Emojipedia)\n']","a thumbtack (drawing pin), as used to pin documents on a bulletin (notice) board. depicted at a 45° angle with its red, flat head to the upper right.
often used as an icon for pinterest or metaphorically pinning content online. not to be confused with 📍 round pushpin, though their applications may overlap.

pushpin was approved as part of unicode 6.0 in 2010
and added to emoji 1.0 in 2015.
","a thumbtack (drawing pin), as used to pin documents on a bulletin (notice) board. depicted at a 45° angle with its red, flat head to the upper right.
often used as an icon for pinterest or metaphorically pinning content online. not to be confused with 📍 round pushpin, though their applications may overlap.","pushpin was approved as part of unicode 6.0 in 2010
and added to emoji 1.0 in 2015.",the pushpin emoji was added to the objects category in 2010 as part of unicode 6.0 standard. this is a mature emoji and it should work on most devices.,"often used as an icon for pinterest or metaphorically pinning content online. not to be confused with 📍 round pushpin, though their applications may overlap.",['📍'],0.20399114,-0.8440832,-0.3681999,-0.07582869,2,5,20.87293243408203,-20.554256439208984,5
1274,False,🧩,puzzle_piece,\U0001f9e9,\U0001f9e9,puzzle piece,[],"[':jigsaw:\n(Github, Slack)\n', ':puzzle_piece:\n(Emojipedia)\n']","
puzzle piece was approved as part of unicode 11.0 in 2018
under the name “jigsaw puzzle piece”
and added to emoji 11.0 in 2018.
",,"puzzle piece was approved as part of unicode 11.0 in 2018
under the name “jigsaw puzzle piece”
and added to emoji 11.0 in 2018.","the jigsaw emoji was added to the activities category in 2018 as part of unicode 11.0 standard. this is a very new emoji, so most likely it will not be displayed on most devices.",,[],0.11342958,-0.25665933,-0.1759357,0.34050515,3,3,17.807804107666016,12.766922950744629,5
1275,False,🐇,rabbit,\U0001f407,\U0001f407,rabbit,"['bunny', 'bunny rabbit']","[':rabbit2:\n(Github, Slack)\n', ':rabbit:\n(Emojipedia)\n']","a rabbit, a hoppy mammal with long ears. depicted as a white, gray, or brown rabbit in full profile facing left with pink ears and a short tail, sitting on its long, hind legs or on all fours.
may be used in association with spring, easter, magic, bunny ears, or various rabbit-based characters or expressions (e.g., going down the rabbit hole).
see also 🐰 rabbit face. one of the 12 animals of the chinese zodiac.
apple’s rabbit has red eyes, whatsapp’s whiskers. microsoft’s rabbit was previously brown, facebook’s white.

rabbit was approved as part of unicode 6.0 in 2010
and added to emoji 1.0 in 2015.
","a rabbit, a hoppy mammal with long ears. depicted as a white, gray, or brown rabbit in full profile facing left with pink ears and a short tail, sitting on its long, hind legs or on all fours.
may be used in association with spring, easter, magic, bunny ears, or various rabbit-based characters or expressions (e.g., going down the rabbit hole).
see also 🐰 rabbit face. one of the 12 animals of the chinese zodiac.
apple’s rabbit has red eyes, whatsapp’s whiskers. microsoft’s rabbit was previously brown, facebook’s white.","rabbit was approved as part of unicode 6.0 in 2010
and added to emoji 1.0 in 2015.","similar to other small and adorable looking animal emoji, the rabbit emoji can represent the animal or something that is cute or fluffy. it can also be connected to having big teeth because of the rabbits cartoon image. rabbit emoji can mean “i've seen a rabbit in the pet store earlier! “or “i wish i were this cute and fluffy. just like a rabbit! “.","may be used in association with spring, easter, magic, bunny ears, or various rabbit-based characters or expressions (e.g., going down the rabbit hole).",['🐰'],0.24633908,-0.5770665,-0.41423425,0.76134974,2,6,-27.3961181640625,38.3269157409668,3
1276,False,🐰,rabbit_face,\U0001f430,\U0001f430,rabbit face,['easter bunny'],"[':rabbit:\n(Github, Slack)\n', ':rabbit_face:\n(Emojipedia)\n']","a friendly, cartoon-styled face of a rabbit, looking straight ahead. generally depicted as a gray and/or white rabbit face with upright ears and pink ears and nose, often with whiskers and a buck tooth.
often used with a more affectionate tone than the full-bodied 🐇 rabbit. also often used to represent the easter bunny.
available as an apple animoji.
microsoft’s rabbit face was previously pink-colored with one ear flopping down. facebook’s rabbit face was previously gray-colored with both ears flopping down.

rabbit face was approved as part of unicode 6.0 in 2010
and added to emoji 1.0 in 2015.
","a friendly, cartoon-styled face of a rabbit, looking straight ahead. generally depicted as a gray and/or white rabbit face with upright ears and pink ears and nose, often with whiskers and a buck tooth.
often used with a more affectionate tone than the full-bodied 🐇 rabbit. also often used to represent the easter bunny.
available as an apple animoji.
microsoft’s rabbit face was previously pink-colored with one ear flopping down. facebook’s rabbit face was previously gray-colored with both ears flopping down.","rabbit face was approved as part of unicode 6.0 in 2010
and added to emoji 1.0 in 2015.","it shows a grey rabbit. this emoji mostly references the animal itself. it's could be used if someone saw a rabbit, has one for a pet, or to represent the easter bunny. sometimes this symbol has sexual connotations.
the rabbit face emoji appeared in 2010, and now is mainly known as the bunny emoji, but also may be reffered as the easter bunny emoji. sometimes it is mentioned as the easter bunny face.",,['🐇'],0.0700396,-1.540053,-0.67092127,0.36888647,6,2,-26.936769485473633,36.64387512207031,3
1277,False,🦝,raccoon,\U0001f99d,\U0001f99d,raccoon,[],"[':raccoon:\n(Github, Slack, Emojipedia)\n']","a raccoon, a nocturnal mammal with a mask around its eyes. generally depicted as a friendly, cartoon-styled, gray raccoon face looking straight ahead, with black-and-white markings around its eyes and pointed ears and cheeks.
apple and whatsapp’s designs feature a raccoon in full profile on all fours facing left with a striped, bushy tail.

raccoon was approved as part of unicode 11.0 in 2018
and added to emoji 11.0 in 2018.
","a raccoon, a nocturnal mammal with a mask around its eyes. generally depicted as a friendly, cartoon-styled, gray raccoon face looking straight ahead, with black-and-white markings around its eyes and pointed ears and cheeks.
apple and whatsapp’s designs feature a raccoon in full profile on all fours facing left with a striped, bushy tail.","raccoon was approved as part of unicode 11.0 in 2018
and added to emoji 11.0 in 2018.","the raccoon emoji was added to the animals & nature category in 2018 as part of unicode 11.0 standard. this is a very new emoji, so most likely it will not be displayed on most devices.",,[],0.25930977,-0.5221849,-0.13130103,0.83260167,2,6,4.590695381164551,28.842239379882812,5
1278,False,🏎️,racing_car,\U0001f3ce\ufe0f,\U0001f3ce,racing car,"['f1', 'formula one']","[':racing_car:\n(Github, Slack, Emojipedia)\n']","a racing car which appears as a formula one vehicle or rally car on most platforms. generally displayed in red.
apple's version of this emoji features the swift (programming language) logo on the side.

racing car was approved as part of unicode 7.0 in 2014
and added to emoji 1.0 in 2015.
","a racing car which appears as a formula one vehicle or rally car on most platforms. generally displayed in red.
apple's version of this emoji features the swift (programming language) logo on the side.","racing car was approved as part of unicode 7.0 in 2014
and added to emoji 1.0 in 2015.","the image of a racing's car profile is the emoji that represents a racing contest or a fast running car. depending on context, it can refer strictly to a vehicle or a place where cars race. racing car emoji can mean ""let's see the car race."" or ""he bought himself a really fast car!"".
the racing car emoji appeared in 2014, and also known as the formula 1 emoji. sometimes it is mentioned as the race car emoji.",,[],-0.09816657,-0.15964381,-0.37707746,-0.45527288,3,1,3.3277008533477783,-23.423681259155273,5
